Item_ID,Master_Restaurant_Id,Date_ID,Time of Order,Order Delivered Date,Time of Delivery,Expected Delivery Time,Delivery Time (in mins),Restaurant_ID,Desc_ID,Location_ID,Avg Rating_ID,Type_ID,Category_ID,Cuisine_ID,Working Hrs,Delivery Available,Table Booking Available,Price,Discounts Offered (%),Discounted Price,Expected Revenue,Customer ID,Cust Rating_ID,Order_Status_ID,Cancellation_ID,Actual Revenue,Operating Cost,GP Margin,Total Number of Reviews,Number of Complaints Received,Foot Traffic in Location,Competitors in the Area (Count),Subscription_ID,Budgetd_Rev,Budgetd_Operating Cost,Budgeted Order,Budgeted GP,Acquisition cost,Value,year,month
8,21,1135,09:28:11,2024-02-08,10:03:11,42,35,16,16,14,2,2,2,6,8:00AM - 12:00AM,Yes,No,1061.0,18.54,864.0,864.0,48,6,2,5,864.0,691.0,173.0,373,50,Medium,8,2,985.291284,760.575728,0.0,224.715556,13.63636364,196.7094,2024,2
3,89,1500,21:48:39,2024-02-08,22:37:39,45,49,89,999,6,5,1,999,999,11:00AM - 11:00PM,NO,NO,445.01,19.4,358.68,358.68,396,5,999,5,358.68,254.02,104.66,136,41,medium,11,3,778.04,226.83,387.0,208.18,20.94,279.03,2024,2
8,21,1135,09:28:11,2024-02-08,10:03:11,42,35,16,16,14,2,2,2,6,8:00AM - 12:00AM,Yes,No,1061.0,18.54,864.0,864.0,48,6,2,5,864.0,605.0,259.0,373,50,Medium,8,2,993.93419,677.6038304,0.0,316.3303596,14.28571429,196.7094,2024,2
8,21,1135,09:28:11,2024-02-08,10:03:11,42,35,16,16,14,2,2,2,6,8:00AM - 12:00AM,Yes,No,1061.0,18.54,864.0,864.0,48,6,2,5,864.0,674.0,190.0,373,50,Medium,8,2,968.005472,761.7857348,0.0,206.2197372,16.81415929,196.7094,2024,2
8,21,1135,09:28:11,2024-02-08,10:03:11,42,35,16,16,14,2,2,2,6,8:00AM - 12:00AM,Yes,No,1061.0,18.54,864.0,864.0,48,6,2,5,864.0,631.0,233.0,373,50,Medium,8,2,950.71966,700.3346732,0.0,250.3849868,15.31531532,196.7094,2024,2
6,64,1500,16:20:00,2024-02-08,16:52:00,31,32,85,907,16,7,1,1,1,11:00AM - 11:00PM,YES,YES,792.94,29.19,561.48,561.48,3014,2,999,5,561.48,432.45,129.03,0,13,medium,7,1,573.7,423.45,195.0,150.25,24.85,177.57,2024,2
6,67,1500,8:32:00,2024-02-08,9:11:00,40,39,34,984,1,4,1,1,2,11:00AM - 11:00PM,YES,YES,918.06,5.46,867.93,867.93,607,5,999,5,867.93,629.8,238.13,155,15,high,19,1,845.52,603.23,194.0,242.29,26.48,304.81,2024,2
5,43,1501,4:33:08,2024-02-09,0:21:00,52,21,16,957,7,3,1,138,176,10:00AM - 10:00PM,NO,YES,1251.0,27.48,907.23,907.23,3922,3,393,5,907.23,694.62,212.61,148,2,low,8,1,870.57,606.16,0.0,264.41,26.99,185.62,2024,2
5,44,1501,0:54:19,2024-02-09,0:28:00,53,28,10,972,4,6,1,101,180,10:00AM - 10:00PM,NO,YES,255.0,26.27,188.01,188.01,3821,6,987,5,188.01,147.07,40.94,298,2,high,13,2,193.78,126.22,0.0,67.56,29.99,10.95,2024,2
5,43,1501,11:10:50,2024-02-09,0:45:00,33,45,70,943,7,6,1,186,186,10:00AM - 10:00PM,YES,NO,1176.0,12.7,1026.65,1026.65,3342,6,617,5,1026.65,714.31,312.34,103,2,medium,20,1,937.37,631.25,0.0,306.12,21.43,290.91,2024,2
3,90,1501,11:26:08,2024-02-09,11:58:08,46,32,90,999,11,7,1,999,999,11:00AM - 11:00PM,YES,NO,459.99,17.92,377.56,377.56,495,1,999,5,377.56,254.39,123.17,70,9,medium,7,2,716.79,434.33,328.0,50.84,10.1,106.72,2024,2
7,18,1501,5:21:00,2024-02-09,7:36:00,50,41,31,994,2,1,2,1,15,12:00PM - 2:00AM,No,YES,995.53,29.29,703.94,703.94,3246,1,999,1,703.94,497.76,206.18,408,11,high,17,2,706.88,543.58,340.0,220.08,22.2,910.12,2024,2
3,89,1501,17:30:48,2024-02-09,17:57:48,31,27,89,999,6,1,1,999,999,11:00AM - 11:00PM,NO,YES,726.7,14.87,618.64,618.64,580,4,999,3,0.0,460.03,158.61,54,24,medium,22,1,784.15,296.12,472.0,121.38,35.36,195.85,2024,2
6,69,1501,2:46:00,2024-02-09,3:39:00,46,53,59,911,4,4,1,5,8,11:00AM - 11:00PM,YES,YES,1071.22,20.86,847.76,847.76,3229,1,999,5,847.76,534.36,313.4,241,19,medium,22,1,867.21,584.04,290.0,283.17,15.85,376.06,2024,2
3,91,1501,3:43:12,2024-02-09,4:03:12,26,20,91,999,1,6,1,999,999,11:00AM - 11:00PM,YES,YES,629.88,18.42,513.86,513.86,604,5,998,5,513.86,386.65,127.21,91,37,low,23,3,368.79,247.55,507.0,178.81,44.98,107.06,2024,2
7,17,1501,17:17:00,2024-02-09,1:26:00,30,46,98,935,10,7,2,1,8,10:00AM - 10:00PM,YES,No,282.19,26.71,206.82,206.82,3427,7,999,5,206.82,120.32,86.5,373,19,medium,21,3,233.18,109.12,259.0,103.01,20.06,293.32,2024,2
3,90,1501,22:31:33,2024-02-09,23:05:33,45,34,90,999,11,7,1,999,999,11:00AM - 11:00PM,NO,NO,757.02,15.8,637.41,637.41,603,3,998,5,637.41,377.63,259.78,76,23,high,13,2,421.85,184.38,566.0,69.51,35.9,195.82,2024,2
3,91,1501,3:19:41,2024-02-09,3:53:41,37,34,91,999,1,6,1,999,999,11:00AM - 11:00PM,YES,NO,259.92,34.05,171.42,171.42,589,4,998,5,171.42,101.34,70.08,165,34,low,25,2,758.83,179.16,363.0,95.47,31.76,218.43,2024,2
3,90,1501,11:56:54,2024-02-09,12:23:54,43,27,90,999,11,7,1,999,999,11:00AM - 11:00PM,NO,NO,691.12,6.23,648.06,648.06,690,1,998,5,648.06,383.03,265.03,84,8,high,7,1,386.89,226.56,317.0,161.54,36.41,194.27,2024,2
6,72,1501,0:20:00,2024-02-09,1:13:00,49,53,75,986,14,7,1,3,9,11:00AM - 11:00PM,YES,YES,527.11,14.44,451.0,451.0,3144,4,999,5,451.0,304.39,146.61,244,2,low,8,1,454.95,329.7,114.0,125.25,28.87,187.32,2024,2
5,44,1501,9:32:57,2024-02-09,0:19:00,35,19,98,997,4,2,1,180,169,10:00AM - 10:00PM,NO,NO,851.0,39.31,516.47,516.47,3514,2,653,4,0.0,370.6,145.87,68,10,low,5,3,566.19,376.8,0.0,189.39,28.32,117.55,2024,2
3,90,1501,1:52:52,2024-02-09,2:17:52,49,25,90,999,11,6,1,999,999,11:00AM - 11:00PM,YES,YES,879.96,13.06,765.04,765.04,167,4,998,5,765.04,553.59,211.45,30,38,low,18,1,353.69,402.35,621.0,145.52,39.86,269.88,2024,2
5,42,1501,18:51:04,2024-02-09,0:45:00,50,45,88,915,8,6,1,147,114,10:00AM - 10:00PM,NO,YES,1155.0,24.1,876.64,876.64,3201,6,74,5,876.64,590.24,286.4,280,1,high,7,3,790.28,551.09,0.0,239.19,14.99,271.41,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,143.0,61.0,165,17,Medium,43,2,223.95296,162.4676928,0.0,61.4852672,14.9122807,20.4064,2024,2
3,91,1502,8:45:09,2024-02-10,9:34:09,40,49,91,999,1,2,1,999,999,11:00AM - 11:00PM,NO,YES,941.93,7.95,867.05,867.05,1374,4,999,3,0.0,585.33,281.72,87,22,high,23,3,677.38,214.42,581.0,193.1,31.09,157.9,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,161.0,43.0,165,17,Medium,43,2,223.95296,178.5312278,0.0,45.42173216,14.41441441,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,159.0,45.0,165,17,Medium,43,2,228.024832,177.859369,0.0,50.16546304,15.17857143,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,163.0,41.0,165,17,Medium,43,2,232.096704,182.4198656,0.0,49.6768384,15.17857143,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,145.0,59.0,165,17,Medium,43,2,228.024832,163.3431453,0.0,64.68168672,15.04424779,20.4064,2024,2
5,45,1502,12:00:44,2024-02-10,0:43:00,31,43,14,995,1,3,1,128,123,10:00AM - 10:00PM,NO,YES,550.0,19.26,444.07,444.07,3327,3,269,5,444.07,276.21,167.86,90,10,low,8,2,469.87,329.51,0.0,140.36,14.31,153.55,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,155.0,49.0,165,17,Medium,43,2,223.95296,176.393495,0.0,47.55946496,15.78947368,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,159.0,45.0,165,17,Medium,43,2,228.024832,181.0354291,0.0,46.98940288,14.9122807,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,155.0,49.0,165,17,Medium,43,2,225.988896,170.2042496,0.0,55.7846464,17.27272727,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,147.0,57.0,165,17,Medium,43,2,234.13264,167.1096269,0.0,67.02301312,16.66666667,20.4064,2024,2
3,89,1502,2:23:29,2024-02-10,2:46:29,37,23,89,999,6,5,1,999,999,11:00AM - 11:00PM,NO,NO,656.46,19.19,530.49,530.49,1176,5,999,5,530.49,325.62,204.87,55,50,high,6,3,640.55,496.03,669.0,223.1,22.2,259.86,2024,2
3,91,1502,10:53:05,2024-02-10,11:21:05,35,28,91,999,1,6,1,999,999,11:00AM - 11:00PM,YES,NO,662.79,18.51,540.11,540.11,1723,4,998,5,540.11,368.27,171.84,40,37,medium,11,1,760.08,398.47,512.0,160.29,10.49,199.4,2024,2
5,44,1502,12:57:41,2024-02-10,0:52:00,38,52,59,921,4,4,1,200,142,10:00AM - 10:00PM,NO,YES,653.0,33.59,433.66,433.66,3250,4,192,5,433.66,279.39,154.27,61,3,medium,18,2,401.54,295.49,0.0,106.05,11.72,142.55,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,145.0,59.0,165,17,Medium,43,2,230.060768,160.4521162,0.0,69.60865184,13.51351351,20.4064,2024,2
5,42,1502,17:56:37,2024-02-10,1:00:00,41,60,79,988,8,3,1,198,156,10:00AM - 10:00PM,NO,NO,1359.0,13.53,1175.13,1175.13,3543,3,803,5,1175.13,914.03,261.1,169,5,high,15,1,1166.39,846.55,0.0,319.84,16.51,244.59,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,153.0,51.0,165,17,Medium,43,2,228.024832,174.072528,0.0,53.952304,16.66666667,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,143.0,61.0,165,17,Medium,43,2,228.024832,156.767072,0.0,71.25776,18.18181818,20.4064,2024,2
5,43,1502,19:21:24,2024-02-10,0:44:00,34,44,99,926,7,3,1,130,113,10:00AM - 10:00PM,NO,YES,393.0,9.39,356.1,356.1,3452,3,879,5,356.1,237.25,118.85,193,9,medium,8,3,339.5,230.96,0.0,108.54,25.1,93.75,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,149.0,55.0,165,17,Medium,43,2,223.95296,163.4856608,0.0,60.4672992,16.36363636,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,153.0,51.0,165,17,Medium,43,2,232.096704,174.072528,0.0,58.024176,14.03508772,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,161.0,43.0,165,17,Medium,43,2,230.060768,183.3563962,0.0,46.70437184,13.15789474,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,143.0,61.0,165,17,Medium,43,2,223.95296,162.4676928,0.0,61.4852672,13.15789474,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,149.0,55.0,165,17,Medium,43,2,225.988896,167.9443606,0.0,58.04453536,14.15929204,20.4064,2024,2
3,89,1502,12:17:40,2024-02-10,12:33:40,22,16,89,999,6,7,1,999,999,11:00AM - 11:00PM,YES,YES,159.22,0.96,157.69,157.69,453,1,999,5,157.69,115.54,42.15,72,48,high,23,3,298.64,459.58,546.0,240.62,8.93,241.06,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,151.0,53.0,165,17,Medium,43,2,234.13264,165.7251904,0.0,68.4074496,18.18181818,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,145.0,59.0,165,17,Medium,43,2,225.988896,163.3431453,0.0,62.64575072,15.92920354,20.4064,2024,2
5,43,1502,11:28:14,2024-02-10,0:39:00,33,39,54,950,7,4,1,131,173,10:00AM - 10:00PM,YES,YES,265.0,32.03,180.12,180.12,3041,4,584,5,180.12,142.34,37.78,208,1,low,13,3,182.2,130.73,0.0,51.47,16.54,21.24,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,161.0,43.0,165,17,Medium,43,2,225.988896,183.3563962,0.0,42.63249984,17.54385965,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,145.0,59.0,165,17,Medium,43,2,230.060768,163.3431453,0.0,66.71762272,13.27433628,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,159.0,45.0,165,17,Medium,43,2,223.95296,174.6833088,0.0,49.2696512,15.45454545,20.4064,2024,2
3,90,1502,20:37:41,2024-02-10,21:36:41,31,59,90,999,11,1,1,999,999,11:00AM - 11:00PM,NO,YES,913.43,14.55,780.53,780.53,165,1,998,2,0.0,523.28,257.25,91,32,high,18,2,794.38,474.35,513.0,57.69,5.37,164.93,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,163.0,41.0,165,17,Medium,43,2,223.95296,179.162368,0.0,44.790592,15.45454545,20.4064,2024,2
3,90,1502,18:02:41,2024-02-10,18:26:41,31,24,90,999,11,1,1,999,999,11:00AM - 11:00PM,NO,NO,793.41,8.89,722.88,722.88,119,1,999,1,0.0,581.59,141.29,58,36,low,20,1,534.38,152.83,431.0,111.28,21.28,276.99,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,157.0,47.0,165,17,Medium,43,2,223.95296,177.1467914,0.0,46.80616864,17.69911504,20.4064,2024,2
3,89,1502,10:06:05,2024-02-10,10:48:05,24,42,89,999,6,4,1,999,999,11:00AM - 11:00PM,NO,YES,412.24,11.91,363.14,363.14,355,1,999,5,363.14,246.59,116.55,188,39,high,9,1,429.87,232.24,386.0,107.41,13.77,155.38,2024,2
7,16,1502,17:48:00,2024-02-10,4:58:00,45,35,86,993,12,1,2,2,8,11:00AM - 11:00PM,No,YES,366.48,7.83,337.78,337.78,3448,1,999,4,0.0,193.21,144.57,131,1,low,14,1,343.37,197.39,343.0,158.61,17.77,482.35,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,161.0,43.0,165,17,Medium,43,2,225.988896,181.7480067,0.0,44.24088928,15.04424779,20.4064,2024,2
3,89,1502,16:27:13,2024-02-10,17:21:13,50,54,89,999,6,5,1,999,999,11:00AM - 11:00PM,NO,YES,480.5,6.58,448.88,448.88,801,3,998,5,448.88,379.38,69.5,236,47,medium,24,2,390.14,368.04,678.0,172.52,8.25,177.02,2024,2
7,18,1502,14:21:00,2024-02-10,10:43:00,45,53,55,901,2,7,2,7,16,10:00AM - 10:00PM,YES,YES,782.78,25.77,581.06,581.06,3308,7,999,5,581.06,380.11,200.95,389,8,low,21,2,584.76,409.89,289.0,220.37,22.44,782.01,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,153.0,51.0,165,17,Medium,43,2,223.95296,175.59948,0.0,48.35348,14.7826087,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,153.0,51.0,165,17,Medium,43,2,228.024832,174.072528,0.0,53.952304,16.66666667,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,145.0,59.0,165,17,Medium,43,2,230.060768,161.8976307,0.0,68.16313728,16.96428571,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,161.0,43.0,165,17,Medium,43,2,225.988896,180.1396173,0.0,45.84927872,13.39285714,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,143.0,61.0,165,17,Medium,43,2,234.13264,162.4676928,0.0,71.6649472,15.78947368,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,157.0,47.0,165,17,Medium,43,2,228.024832,174.0114499,0.0,54.01338208,13.51351351,20.4064,2024,2
5,42,1502,14:40:54,2024-02-10,0:16:00,52,16,58,913,8,5,1,180,132,10:00AM - 10:00PM,YES,NO,579.0,9.82,522.14,522.14,3564,5,949,5,522.14,416.84,105.3,84,2,high,7,1,512.98,361.1,0.0,151.88,27.57,77.73,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,153.0,51.0,165,17,Medium,43,2,232.096704,167.96472,0.0,64.131984,13.63636364,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,161.0,43.0,165,17,Medium,43,2,234.13264,176.9228384,0.0,57.2098016,15.45454545,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,157.0,47.0,165,17,Medium,43,2,225.988896,180.2821328,0.0,45.7067632,16.52173913,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,155.0,49.0,165,17,Medium,43,2,230.060768,177.9408064,0.0,52.1199616,16.52173913,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,145.0,59.0,165,17,Medium,43,2,223.95296,164.7886598,0.0,59.16430016,17.54385965,20.4064,2024,2
7,20,1502,14:07:00,2024-02-10,22:36:00,30,41,30,998,11,3,2,5,4,11:00AM - 11:00PM,YES,YES,385.19,24.82,289.59,289.59,3296,3,999,5,289.59,169.64,119.95,177,11,low,11,1,320.27,175.51,336.0,147.9,15.42,409.54,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,163.0,41.0,165,17,Medium,43,2,223.95296,187.306112,0.0,36.646848,17.39130435,20.4064,2024,2
7,18,1502,23:42:00,2024-02-10,11:37:00,50,25,45,928,2,7,2,8,4,12:00PM - 2:00AM,YES,No,227.13,11.72,200.51,200.51,3313,7,999,5,200.51,118.71,81.8,113,14,low,18,1,202.42,121.15,273.0,83.41,29.4,282.31,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,155.0,49.0,165,17,Medium,43,2,234.13264,170.2042496,0.0,63.9283904,16.36363636,20.4064,2024,2
6,64,1502,21:25:00,2024-02-10,22:01:00,33,36,35,933,16,2,1,5,4,11:00AM - 11:00PM,YES,YES,779.58,26.15,575.72,575.72,648,4,999,2,0.0,460.33,115.39,233,6,high,10,1,551.03,468.29,180.0,82.74,23.87,128.88,2024,2
6,69,1502,20:04:00,2024-02-10,20:35:00,30,31,79,984,4,3,1,1,9,11:00AM - 11:00PM,YES,YES,925.31,12.18,812.61,812.61,920,5,999,5,812.61,513.35,299.26,55,14,medium,15,1,866.07,505.34,272.0,360.73,22.04,342.2,2024,2
5,44,1502,4:31:52,2024-02-10,0:35:00,52,35,62,969,4,1,1,167,190,10:00AM - 10:00PM,NO,YES,1122.0,35.45,724.25,724.25,3577,1,993,1,0.0,549.74,174.51,180,2,medium,9,1,782.8,551.69,0.0,231.11,23.77,150.74,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,163.0,41.0,165,17,Medium,43,2,223.95296,185.6773632,0.0,38.2755968,14.03508772,20.4064,2024,2
5,42,1502,16:58:45,2024-02-10,0:36:00,59,36,38,934,8,2,1,148,165,10:00AM - 10:00PM,NO,NO,966.0,8.09,887.85,887.85,3697,2,776,1,0.0,607.83,280.02,210,0,medium,19,3,829.86,612.21,0.0,217.65,28.64,251.38,2024,2
6,68,1502,16:58:00,2024-02-10,17:54:00,47,56,99,964,5,1,1,10,4,11:00AM - 11:00PM,YES,YES,225.73,24.74,169.88,169.88,814,1,999,1,0.0,117.88,52.0,49,14,low,25,1,169.21,124.26,180.0,44.95,28.21,149.34,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,145.0,59.0,165,17,Medium,43,2,228.024832,161.8976307,0.0,66.12720128,14.28571429,20.4064,2024,2
3,91,1502,23:35:39,2024-02-10,23:54:39,58,19,91,999,1,6,1,999,999,11:00AM - 11:00PM,NO,NO,286.91,25.52,213.69,213.69,1515,5,998,5,213.69,119.07,94.62,205,20,low,10,1,733.03,330.52,333.0,92.2,42.72,257.75,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,155.0,49.0,165,17,Medium,43,2,234.13264,171.751561,0.0,62.38107904,18.01801802,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,143.0,61.0,165,17,Medium,43,2,225.988896,159.6173824,0.0,66.3715136,13.39285714,20.4064,2024,2
27,29,1137,03:43:22,2024-02-10,04:19:22,36,36,11,11,10,4,1,6,14,"12:00PM - 3:30PM, 7:00PM - 11:30PM",Yes,Yes,224.0,9.11,204.0,204.0,53,5,2,5,204.0,155.0,49.0,165,17,Medium,43,2,232.096704,173.2988723,0.0,58.79783168,15.17857143,20.4064,2024,2
